Nome,Indirizzo,Codice Postale,Città,Paese,Regione
Dr.Burkhard Focke,Dammtorstr.27,20354,Hamburg,Germany,Hamburg
Frauenarztpraxis Neuer Wall,Neuer Wall 32,20354,Hamburg,Germany,Hamburg
Dr. med. Claus-Peter Möller,Altonaer Str. 57-61,20357,Hamburg,Germany,Hamburg
Dr. med. Eckart Krüger,Altonaer Str. 57-61,20357,Hamburg,Germany,Hamburg
Dr. med. Hakan Özkan,Schäferkampsallee 56,20357,Hamburg,Germany,Hamburg
Frauenarztpraxis Neuer Pferdemarkt,Neuer Pferdemarkt 25,20359,Hamburg,Germany,Hamburg
Frauenklinik an der Elbe,Oberbaumbrücke 1,20457,Hamburg,Germany,Hamburg
Zentrum für Pränatalmedizin an der Elbe,Willy-Brandt-Str. 1,20457,Hamburg,Germany,Hamburg
Gemeinschaftspraxis Dr. Erika Poliacikova und Dr. Thomas Kowalczyk,Palmerstr. 25,20535,Hamburg,Germany,Hamburg
Roxana-Gabriela Anghel,Grachtenplatz 9,21035,Hamburg,Germany,Hamburg
Gynäkologische Praxisklinik Harburg,Harburger Ring 10,21073,Hamburg,Germany,Hamburg
Joanna & Piotr Kochanowicz,Hölertwiete 5,21073,Hamburg,Germany,Hamburg
Frauenärzte am Rathaus,Harburger Rathausstr. 40,21073,Hamburg,Germany,Hamburg
Dr. med. Manfred Kagerah,Wandsbeker Marktstr. 113,22041,Hamburg,Germany,Hamburg
Dr. Witold Kasperkiewicz,Tonndorfer Hauptstr. 69,22045,Hamburg,Germany,Hamburg
Dr. Sigmund Blank,Lesser Str. 64,22049,Hamburg,Germany,Hamburg
Dr. Peter Lichte und Dr. Victoria Kalugina,Strassburger Str. 27,22049,Hamburg,Germany,Hamburg
Frauenärzte Hammonia Bad,Lerchenfeld 14,22081,Hamburg,Germany,Hamburg
Dr. med. Antje Winter,Sievekingsallee 178a,22111,Hamburg,Germany,Hamburg
Dr. Silvia Belzer,Horner Landstr. 200,22111,Hamburg,Germany,Hamburg
"Elke Damerow, Wiebke Suhrbier",Rennbahnstraße 28,22111,Hamburg,Germany,Hamburg
Natalia Groudt,Möllner Landstr. 26,22111,Hamburg,Germany,Hamburg
Dr. Claus Willig,Möllner Landstr.18,22111,Hamburg,Germany,Hamburg
Praxis Dr. med. Thomas Broeske und Dr. med. Katja Lippmann,Oskar-Schlemmer-Str. 15,22115,Hamburg,Germany,Hamburg
"Stadtteilklinik Hamburg Dr. Katja Lippmann, Dr. Katharina Holthausen",Oskar-Schlemmer-Straße 15,22115,Hamburg,Germany,Hamburg
"Dr. med.  Arkadius Bonk, Dr. med. Hartmut Klein",Schweriner Str.10,22143,Hamburg,Germany,Hamburg
Dr. Markus Mathies,Schweriner Str.17,22143,Hamburg,Germany,Hamburg
Dr.Thomas Gent,Im Alten Dorfe 23,22149,Hamburg,Germany,Hamburg
Dr. med. Klaus H. Peters,Berner Heerweg 157,22159,Hamburg,Germany,Hamburg
Nurten Pamuk-Akdeniz,Berner Heerweg 175,22159,Hamburg,Germany,Hamburg
Hamburger Frauenärzte Praxis Bramfeld,Bramfelder Chaussee 297,22177,Hamburg,Germany,Hamburg
Asklepios Klinik Barmbek,Rübenkamp 220,22291,Hamburg,Germany,Hamburg
Dr. med. Mahin Kobra Friedrichs,Klärchenstraße 12,22299,Hamburg,Germany,Hamburg
Gemeinschaftspraxis Bachmann | Kremer,Hudtwalckerstraße 2-8,22299,Hamburg,Germany,Hamburg
Praxisklinik Winterhude MVZ,Mühlenkamp 32,22303,Hamburg,Germany,Hamburg
Dr. med. Frank Fani,"Fuhlsbüttlerstraße 135,",22305,Hamburg,Germany,Hamburg
Dr. med. Helmut Weser,Fuhlsbüttler Str. 182,22307,Hamburg,Germany,Hamburg
Asklepios Gesundheitszetrum Fuhlsbüttel Dr. med. Brigitte Eschler,Erdkampsweg 43,22335,Hamburg,Germany,Hamburg
Dr. med. Angelika Falk,Krohnstieg 41-43,22415,Hamburg,Germany,Hamburg
Dr. med. Willi Poels,Nordalbingerweg 19,22455,Hamburg,Germany,Hamburg
Prof. Dr. med. Kai J. Bühling,Ole Hoop 18,22587,Hamburg,Germany,Hamburg
Dr. med. Claudia Lerche,Waitzstr. 29,22607,Hamburg,Germany,Hamburg
Praxis für Frauengesundheit und Pränatalmedizin,Friesenweg 4,22761,Hamburg,Germany,Hamburg
Praxis für Pränatalmedizin im Perinatalzentrum Altona - Level 1,Paul-Ehrlich-Str. 1,22763,Hamburg,Germany,Hamburg
"Frauenarztpraxis Ottensen Dr. med. Ralph-Holger Raben, Dr. med. Ulrike v. d. Mark, Dr. med. Christiane Kutter-Deest, Dr. Nicola Romboy",Ottenser Hauptstr. 33,22765,Hamburg,Germany,Hamburg
Gynäkologische Gemeinschaftspraxis Bahrenfelder Straße,Bahrenfelder Str. 242,22765,Hamburg,Germany,Hamburg
"Dr. Kurosch Hojabri, Dr. Petra Meierling",Neue Große Bergstr. 20,22767,Hamburg,Germany,Hamburg
Dr. med. Martin Heyn,Treppenstraße 2,34117,Kassel,Germany,Hesse
"Natascha Nicklaus, Nora Szász",Goethestr. 47,34119,Kassel,Germany,Hesse
Gynäkologischen Tagesklinik Kassel Wilhelmshöhe,Wilhelmshöher Allee 129,34121,Kassel,Germany,Hesse
Dr. med. Katharina Kirsch,Landgraf-Karl-Straße 1,34131,Kassel,Germany,Hesse
"Dr. med. Dieter Müller, Dr. med Antje Kramer",Landgraf-Karl-Straße 1,34131,Kassel,Germany,Hesse
Gynäkologische Tagesklinik,Brandenburger Straße 6,34131,Kassel,Germany,Hesse
"Dr. med. Klaus Peter Sauer, Dr. med. Birgit Kaul",Oberzwehrener Str. 113,34132,Kassel,Germany,Hesse
Dr. med. Ulrich Streich,Grosse Allee 50,34454,Bad Arolsen,Germany,Hesse
Stadtkrankenhaus Korbach,Enser Str. 19,34497,Korbach,Germany,Hesse
Asklepios Gesundheitszentrum Schwalmstadt,Krankenhausstr. 27,34613,Schwalmstadt,Germany,Hesse
Frauenärzte Marburg,Deutschhausstr. 40,35037,Marburg,Germany,Hesse
Kristina Hänel,Neuen Bäue 22,35390,Gießen,Germany,Hesse
Gemeinschaftspraxis Dres. Hormel,Wilhelm-Loh-Str. 11 b,35578,Wetzlar,Germany,Hesse
Dr. Henryk Borowicz,Roßmarkt 23,60311,Frankfurt,Germany,Hesse
Praxisgemeinschaft am Goetheplatz,Kaiserstr. 5,60311,Frankfurt,Germany,Hesse
Dr. Zlatko Hrgovic,Kaiserstraße 15,60311,Frankfurt,Germany,Hesse
Dr. Lidia Rücker,Stifstraße 2,60311,Frankfurt am Main,Germany,Hesse
Dr. med. Simona Herle,Schillerstraße 26,60313,Frankfurt am Main,Germany,Hesse
Dr. med. Peter Ludwig,Am Tiergarten 18,60316,Frankfurt/M,Germany,Hesse
Dr. med. Andreas Stern,Bockenheimer Landstr. 106,60323,Frankfurt,Germany,Hesse
Dr.med. Thorsten Nowak,Mainzer Landstraße 265,60326,Frankfurt,Germany,Hesse
Dr. med. Ilkay Yilmaz,Kaiserstraße 72,60329,Frankfurt,Germany,Hesse
Dr. med Müller,Kaiserstraße 48,60329,Frankfurt am Main,Germany,Hesse
Dr. med. Adrian Wiener,Münchner Str. 12,60329,Frankfurt/M,Germany,Hesse
Dr. medic Anca Calciu,Am Eisernen Schlag 29,60431,Frankfurt am Main,Germany,Hesse
Lucia Fitzek - Kochanetzki,Am Eisernen Schlag 29,60431,Frankfurt/M,Germany,Hesse
Dr. Barbara Welter,Tituscorso 3a,60439,Frankfurt/M,Germany,Hesse
Dr. med. Eberhard Hubracht,Schweizer Str. 39,60594,Frankfurt,Germany,Hesse
Melda Soyaslan-Schäfer,Schnurgasse 7,61169,Friedberg,Germany,Hesse
Dr. Banafsheh Saleh,Haingasse 20,61348,Bad Homburg,Germany,Hesse
"Dr. med. Elieser Genis, Dr. Elena Hofmann",Louisenstraße 53-57,61348,Bad Homburg,Germany,Hesse
Andreas J. Kornecki,Altkönigstr. 1a,61462,Königstein,Germany,Hesse
"Dr. Krumm, Dr. Fischmann & Partner",Kaiserstraße 32-34,63065,Offenbach,Germany,Hesse
Dr. med. Andre-Robert Rotmann,Obere Marktstr. 7,63110,Rodgau,Germany,Hesse
Dr. med. Rainer Berlieb,Seligenstädter Str. 56,63179,Obertshausen,Germany,Hesse
Dr. Kerstin Polloczek,Bahnstraße 36,63225,Langen,Germany,Hesse
Dr. Heino Brüggemann,Bahnstraße 69,63225,Langen,Germany,Hesse
"Dr. med. Marjan Farasaty, Zaneta Koc",Friedrich-Ebert Anlage 11b,63450,Hanau,Germany,Hesse
Frauenklinik Stadt Hanau,Leimenstr. 20,63450,Hanau,Germany,Hesse
Dr. Marjan Farasati,Friedrich-Ebert Anlage 11b,63450,Hanau,Germany,Hesse
"Dr. Eduard Radew, Dr. Erik Ericsohn, Dr. Irina Uvarov",Oeder Weg 2,63500,Frankfurt am Main,Germany,Hesse
Main-Kinzig-Kliniken Gelnhausen,Herzbachweg 14,63571,Gelnhausen,Germany,Hesse
Ambulantes OP-Zentrum Darmstadt,Neckarstr. 16,64283,Darmstadt,Germany,Hesse
"Koepe, Dres.med. M., Plath, T., Lohmar, M.",Wilhelminenstr. 13,64283,Darmstadt,Germany,Hesse
Elena Mirau,Dieburger Str. 31 C,64287,Darmstadt,Germany,Hesse
Dr. med. Paul Stenger,Am Grundweg 20,64342,Seeheim,Germany,Hesse
"Dr. med. Hans-Peter Schwarz, Dr. Christine Wies",Freiherr-vom Stein-Str. 9,64560,Riedstadt,Germany,Hesse
Dr. med. Matthias Zgola,Parkhofstraße 6,64646,Heppenheim,Germany,Hesse
Kreiskrankenhaus Erbach,Albert-Schweitzer Straße 10-20,64711,Erbach,Germany,Hesse
"Gemeinschaftspraxis Dres.Erika Ober, Karl-Manfred Ober und Michaela Hock",Friedrich-Ebert-Str. 24,64720,Michelstadt,Germany,Hesse
Kreiskrankenhaus Groß-Umstadt,Krankenhausstraße 11,64823,Groß-Umstadt,Germany,Hesse
Dr. med. Gregor Wagner,Burgstrasse 6-8,65183,Wiesbaden,Germany,Hesse
Dr. med. Martina Wagner,Marktstraße 34,65183,Wiesbaden,Germany,Hesse
Dr. med. Marianna Kovacs-Merten,Kranzplatz 11,65183,Wiesbaden,Germany,Hesse
Dr. Paola Sina,Blücherplatz 2,65195,Wiesbaden,Germany,Hesse
Kinderwunschzentrum Darmstadt,Bratustr. 9,65293,Darmstadt,Germany,Hesse
Pro Familia Rüsselsheim Medizinisches Zentrum,Lahnstraße 30,65428,Rüsselsheim,Germany,Hesse
GPR Gesundheits- und Pflegezentrum Rüsselsheim,August-Bebel-Str.59,65428,Rüsselsheim,Germany,Hesse
Praxis Dr.med.K.S.Tabatabai,Grabenstr. 43,65549,Limburg,Germany,Hesse
Gemeinschaftspraxis Dr. med. Martin Bonnet und Dr med. Karl-Heinz Jordan,Rathausstraße 34,69519,Viernheim,Germany,Hesse
Dr. med. Nikolaos Michaelides,Pater-Delp-Str. 3,69519,Viernheim,Germany,Hesse
Praxisgemeinschaft H. - J. Dresler & B. Schwitters,Herdetor 26,26427,Esens,Germany,Lower Saxony
Dr. Bernd Schwitters,Herdetor 26,26427,Esens,Germany,Lower Saxony
"Gynäkologische Gemenschaftspraxis Jever , Heide Ullrich, Heike Schumacher, Michael Schirmann, Christiane Kamps, Angela Kirtges",Petersilienstr. 2,26441,Jever,Germany,Lower Saxony
Dr. med. Rainer Habekost,Krummellenbogenstr. 1,26441,Jever,Germany,Lower Saxony
"Ubbo-Emmius-Klinik gGmbH, Klinik Aurich, Frauenklinik",Wallinghausener Str. 8-12,26603,Aurich,Germany,Lower Saxony
Klinikum Emden,Bolardusstr.20,26721,Emden,Germany,Lower Saxony
"Dr. med. Judith Herholz, Dr. med. Gintare Kotke-Pakeltis, Dr. med.  Annette Kröger",Marie-Hackfeld-Str. 8,27211,Bassum,Germany,Lower Saxony
Dr. med. Claudia Blume,Lange Str. 15,27232,Sulingen,Germany,Lower Saxony
"Dr. med. Natalya Voldyner, Dr. med. Jörg Janzen",Bergstr. 9,27305,Bruchhausen-Vilsen,Germany,Lower Saxony
Dr. Heinrich Timm Eitmann,Oldenburger Straße 25,27753,Delmenhost,Germany,Lower Saxony
Dr. med. Helmuth Winkler,Hauptstr. 52,28876,Oyten,Germany,Lower Saxony
Allgemeines Krankenhaus,Siemensplatz 4,29223,Celle,Germany,Lower Saxony
Dr. med. Hendrik de Haan,Erpensen Nr. 50,29378,Wittingen,Germany,Lower Saxony
Dr. Aurora Strasser,Alte Heerstrasse 22,29392,Wesendorf,Germany,Lower Saxony
Altmark Klinikum GmbH,Brunnenstr. 1,29410,Salzwedel,Germany,Lower Saxony
"Dr. med. Dieter Neubauer, Martin Müller",Schuhstr. 36,29525,Uelzen,Germany,Lower Saxony
Frauenarztpraxis am Königsberg,Am Königsberg 1,29526,Uelzen,Germany,Lower Saxony
Dr. med. Konstantin Kokaras,Georgstraße 8a,30159,Hannover,Germany,Lower Saxony
Dr. med. Marc Charlon,Limburgstr. 8,30159,Hannover,Germany,Lower Saxony
"Drs. Andieyasa Udayana, Margot Jakobi-Tilk",Theaterstr.14,30159,Hannover,Germany,Lower Saxony
Dr. Irina Zaroban,Georgstr.12,30159,Hannover,Germany,Lower Saxony
Dr. med Berrin Peksen und Ibrahim Peksen,Sedanstr.14,30161,Hannover,Germany,Lower Saxony
Dr. med. Bernd Machel,Lister Meile 72,30161,Hannover,Germany,Lower Saxony
Dr. Herbert Dyllick,Lister Meile 13,30161,Hannover,Germany,Lower Saxony
Dr.Gabriele Wallenreiter-Ley,Geibelstr. 54,30173,Hannover,Germany,Lower Saxony
Frauenarztpraxis Vier Grenzen,Podbielskisraße 102,30177,Hannover,Germany,Lower Saxony
Konstanze Herzog,Schwalenberger Str. 4,30449,Hannover,Germany,Lower Saxony
"Frauenärzte Hannover – Dres. Grossmann, Drews und Siegismund",Limmerstr.15,30451,Hannover,Germany,Lower Saxony
Dr. Monika Trippner,Wallensteinstr.23 D,30459,Hannover,Germany,Lower Saxony
Jörg Christian Nast,Ludwig-Sievers-Ring 4,30659,Hannover,Germany,Lower Saxony
Dr. Klaus Judy,Berenbosteler Str.76 b,30823,Garbsen,Germany,Lower Saxony
Dieter-Wilfried Leinemann,Ronnenberger Straße 18,30952,Ronnenberg,Germany,Lower Saxony
Klinikum Hildesheim,Senator-Braun-Allee 33,31135,Hildesheim,Germany,Lower Saxony
Dr. med. Raphael Schubert,Königstraße 1,31139,Hildesheim,Germany,Lower Saxony
Dr. med. Dirk-Toralf Baerens,Eichstr. 5,31241,Ilsede,Germany,Lower Saxony
Dr. med. Kilian Nolte,Thielenplatz 3a,31311,Uetze,Germany,Lower Saxony
Dr. Lars Makowski,Am Burgmannshof 3,31515,Wunstorf,Germany,Lower Saxony
Dr.  Wirginia Kammler,Hermannstr. 3,31785,Hameln,Germany,Lower Saxony
Sana Klinikum Hameln-Pyrmont,Saint-Maur-Platz 1,31785,Hameln,Germany,Lower Saxony
Dr. med. Karsten Brauns,Lohstr. 4,31785,Hameln,Germany,Lower Saxony
"Dr. med. Frank Nellissen, Dr. med. Fakim Wahidi",Hohe Mühle 1,32369,Rahden,Germany,Lower Saxony
"Dr.Ulrike Pöschl, Dr. med. Stephan Born",Groner Str.32-33,37073,Göttingen,Germany,Lower Saxony
Dr. med. Egbert Teichmann,Sturmbäume 3,37154,Northeim,Germany,Lower Saxony
"Dr. Birgit Simm, Dr. Oliver Meißner, Gabriele Kroeschell",Neue Strasse 24,37581,Bad Gandersheim,Germany,Lower Saxony
"Dr. med. Beate Reisige, Dr. med Ulrike Paganini",Unter dem Kiekenstein 29,37603,Holzminden,Germany,Lower Saxony
Dr. med. Bernd Roloff,Steinweg 26,38100,Braunschweig,Germany,Lower Saxony
Dr. Friedrich Schaffert,Schützenstr. 37,38100,Braunschweig,Germany,Lower Saxony
Dr. med. Andreas Cycon,Wendentorwall 11,38100,Braunschweig,Germany,Lower Saxony
Frauenärztliche Gemeinschaftspraxis Casparistr.,Casparistr. 5-6,38100,Braunschweig,Germany,Lower Saxony
"Frauenarztpraxis Pawelstraße Martina Muschol, Dr. med. Urs Möhlmann, Dr. med. Gloria Osterland",Pawelstraße 4,38118,Braunschweig,Germany,Lower Saxony
Dr. Julia M. Schmedes,Hildesheimer Str. 20,38159,Vechelde,Germany,Lower Saxony
Dr. med. Herbert Schmidt,Albert-Schweitzer-Str. 51,38226,Salzgitter,Germany,Lower Saxony
"Dr. Susanne Michel, Dr. Iris Schumacher-Lütge",Gittertor 21,38259,Salzgitter,Germany,Lower Saxony
Frauenärztliches Zentrum Dr. Karin Burkhardt,Schöninger Straße 22,38350,Helmstedt,Germany,Lower Saxony
Dres. Frauke Schmidt; Teodora Vasileva,Rothenfelderstraße 23,38440,Wolfsburg,Germany,Lower Saxony
"Gemeinschaftspraxis Dr.med. Dieter Müller, Dr. med. Karin Pelz",Kaufhofpassage 5-7,38440,Wolfsburg,Germany,Lower Saxony
"Martina Pietralla, Dr. med. Klaus Theiler",Mecklenburger Str. 7,38440,Wolfsburg,Germany,Lower Saxony
Dr. med. Heiner Frommeyer,Johannisstr. 111,49074,Osnabrück,Germany,Lower Saxony
"Dr.med. Alexander Nowicki, Lothar Kehmann",Möserstr. 52-54,49074,Osnabrück,Germany,Lower Saxony
Dr. Aleksandre Gulashvili,Am Finkenhügel 1,49076,Osnabrück,Germany,Lower Saxony
Dr. med. Jens Schweizer,Schoonebeekstr. 5,49124,Georgsmarienhütte,Germany,Lower Saxony
Thomas Heising,Marktring 17,49191,Belm,Germany,Lower Saxony
Dr. Laryssa Adams-Preuß,Prinzhornstr. 10,49356,Diepholz,Germany,Lower Saxony
Klinikum Leer,Augustenstraße 35 - 37,62789,Leer,Germany,Lower Saxony
"Praxisklinik Warmbad Dr. med. Erik Riebe, Dr. med. Karen Riebe",Olof-Palme-Platz 5,16439,Stralsund,Germany,Mecklenburg-Western Pomerania
Dietrich-Bonhoeffer-Klinikum Neubrandenburg Klinik für Frauenheilkunde und Geburtshilfe,Allendestraße 30,17022,Neubrandenburg,Germany,Mecklenburg-Western Pomerania
Dr. Thomas Silz,An der Marienkirche 2,17033,Neubrandenburg,Germany,Mecklenburg-Western Pomerania
"Gemeinschaftspraxis Dr. Dyrna, Dr. Silz",An der Marienkirche 2,17033,Neubrandenburg,Germany,Mecklenburg-Western Pomerania
Dipl. Med. Marlis Gerlach,Neustrelitzer Str. 101,17033,Neubrandenburg,Germany,Mecklenburg-Western Pomerania
Dipl. Med. Brigitte Grieshammer,Juri-Gagarin-Ring 24,17036,Neubrandenburg,Germany,Mecklenburg-Western Pomerania
Dr. med. Hamid Pooyeh,Mühlenstr. 36,17094,Burg Stargard,Germany,Mecklenburg-Western Pomerania
Dr. med. Kirsten Turtschan,Röbel,17207,Am Rosenwinkel 4,Germany,Mecklenburg-Western Pomerania
DRK - Krankenhaus Neustrelitz,Penzliner Straße 56,17235,Neustrelitz,Germany,Mecklenburg-Western Pomerania
Asklepios Klinik Pasewalk,Prenzlauer Chaussee 30,17309,Pasewalk,Germany,Mecklenburg-Western Pomerania
Ameos Diakonie Klinikum,Hospitalstr. 19,17389,Anklam,Germany,Mecklenburg-Western Pomerania
Dr. med. Brigitte Drewelow,Große Wasserstr. 2-3,18055,Rostock,Germany,Mecklenburg-Western Pomerania
Dr. med. Detlef Rother,Deutsche-Med-Platz 2,18057,Rostock,Germany,Mecklenburg-Western Pomerania
Klinikum Südstadt Rostock,Südring 81,18059,Rostock,Germany,Mecklenburg-Western Pomerania
Dr. med. Ute Breitsprecher,Schulenburgstr.20,18069,Rostock,Germany,Mecklenburg-Western Pomerania
Dr. med. Martina Vogel,Warnowallee 31,18107,Rostock,Germany,Mecklenburg-Western Pomerania
Dr. med. Carolyn Troeger,Warnowallee 30,18107,Rostock,Germany,Mecklenburg-Western Pomerania
Dr. med. Wolf-D. Bernt,Am Bahnhof 4,18190,Sanitz,Germany,Mecklenburg-Western Pomerania
Dr. Frank Drewelow,Fritz-Reuter-Allee 2,18246,Bützow,Germany,Mecklenburg-Western Pomerania
"Dipl. Med. Gerd Splitt, Dr. med. Edgar Mahnke",Pfahlweg 1,18273,Güstrow,Germany,Mecklenburg-Western Pomerania
Dr. med. Jens-Olaf Schmeißer,Ulmenallee 12,18311,Ribnitz-Damgarten,Germany,Mecklenburg-Western Pomerania
g.Sund - Gynäkologisches Kompetenzzentrum,Große Parower Straße 47-53,18435,Stralsund,Germany,Mecklenburg-Western Pomerania
"Praxisgemeinschaft Dr.med. Christine Sporkmann, Dr.med. Ilke Heinrich",Jungfernstieg 4b,18437,Stralsund,Germany,Mecklenburg-Western Pomerania
Dr. med. Jens Quaas,Ossenreyerstraße 56,18439,Stralsund,Germany,Mecklenburg-Western Pomerania
Dr. med. Karen Bahls,Ossenreyerstraße 56,18439,Stralsund,Germany,Mecklenburg-Western Pomerania
Sana-Krankenhaus Rügen,Calandstraße 7 / 8,18528,Bergen,Germany,Mecklenburg-Western Pomerania
Helios Klinikum Schwerin GmbH,Wismarsche Str. 393-397,19049,Schwerin,Germany,Mecklenburg-Western Pomerania
Dr.med. Lisa Kunz,Johannes-Brahms-Str. 59,19053,Schwerin,Germany,Mecklenburg-Western Pomerania
Dr. med. Gunnar Scharlau,Johannes-Brahms-Str. 59,19059,Schwerin,Germany,Mecklenburg-Western Pomerania
Krankenhaus am Crivitzer See,Amtsstr. 1,19087,Crivitz,Germany,Mecklenburg-Western Pomerania
Dr. med. Renate Ermisch,Amtsstr. 1,19089,Crivitz,Germany,Mecklenburg-Western Pomerania
"Dipl. Med. Andrea-Nicole Mandelkow, Helke Sietan",Möllner Str. 51b,19230,Hagenow,Germany,Mecklenburg-Western Pomerania
Krankenhaus Hagenow,Parkstr. 12,19230,Hagenow,Germany,Mecklenburg-Western Pomerania
Dr. med. Rita Burmeister,Bahnhofstr. 31,19306,Neustadt-Glewe,Germany,Mecklenburg-Western Pomerania
Asklepios Klinik Parchim,John-Brinckman-Straße 8-10,19370,Parchim,Germany,Mecklenburg-Western Pomerania
"Dr. med. André Bläser, Dr. med. Stefan Hecht",John-Brinckmannstr.8-10,19370,Parchim,Germany,Mecklenburg-Western Pomerania
Praxis Dipl. med. Petranka Masuck,Klützer Str. 1,23936,Grevesmühlen,Germany,Mecklenburg-Western Pomerania
Sana Hanse-Klinikum Wismar,Störtebeker Strasse 6,23966,Wismar,Germany,Mecklenburg-Western Pomerania
Dr. med. In Soo Gambert,Am Poeler Tor 1,23966,Wismar,Germany,Mecklenburg-Western Pomerania
Dipl. Med. Ulrich Freitag,Turnerweg 11a,23970,Wismar,Germany,Mecklenburg-Western Pomerania
Dr. med. Rainer Riechmann,Rennstr. 15,32052,Herford,Germany,North Rhine-Westphalia
"Dr. med. Rudolph Amendt, Dr. med. Uwe Knaack",Eidingsen 2,32549,Bad Oeynhausen,Germany,North Rhine-Westphalia
Dr. med. Nedjla Dimitrijevic-Ibrahimovic,Schwanenburgstr. 2,32584,Löhne,Germany,North Rhine-Westphalia
Hans-Peter Dürselen,Leopoldstr. 1+3,32657,Lemgo,Germany,North Rhine-Westphalia
Dr. med. Rainer Schmiedeskamp,Benekestr. 16,32756,Detmold,Germany,North Rhine-Westphalia
Frauenärztliche BAG Lippe,Röntgenstraße 16,32756,Detmold,Germany,North Rhine-Westphalia
Dr. med. Friedrich Jan Woltersdorf,"Driburger Str, 34",33102,Paderborn,Germany,North Rhine-Westphalia
Dr. med. Peter Seulen,Eickhoffstr. 20,33330,Gütersloh,Germany,North Rhine-Westphalia
Dr. med. Martin Braun,Berliner Str. 51,33330,Gütersloh,Germany,North Rhine-Westphalia
Dr. med. Klaus F. Böhme,Herzebrocker-Straße 28,33330,Gütersloh,Germany,North Rhine-Westphalia
Städtisches Klinikum Gütersloh,Reckenberger Str. 19,33332,Gütersloh,Germany,North Rhine-Westphalia
Gemeinschaftspraxis Frauenärzte in Gütersloh,Carl-Bertelsmann-Str.69,33332,Gütersloh,Germany,North Rhine-Westphalia
"Dr. med. Andreas Gossen, Norbert Meerfeld",Obernstr. 24,33602,Bielefeld,Germany,North Rhine-Westphalia
GebFra - Praxis für Geburtshilfe und Frauenheilkunde,Jöllenbecker Str. 181,33613,Bielefeld,Germany,North Rhine-Westphalia
Dr. Anke Sklenarz,Kurt-Schumacher-Straße 17,33615,Bielefeld,Germany,North Rhine-Westphalia
Dr. med. Silke Wächter,Neustädter Str. 46,38486,Klötze,Germany,North Rhine-Westphalia
Dr. Ingrid Werner,Celler Str. 51a,38518,Gifhorn,Germany,North Rhine-Westphalia
"Dr. med. Natalia Trabulsi, Dipl. Med. Tayssir Fakouch",Braunschweiger Str. 36,38518,Gifhorn,Germany,North Rhine-Westphalia
"Hans-Georg Müller, Gerhard-Peter Schmidt",Steinweg 45,38518,Gifhorn,Germany,North Rhine-Westphalia
Frauenärzte in Grafental,Louisenstraße 53-57,40213,Düsseldorf,Germany,North Rhine-Westphalia
"Gemeinschaftspraxis Dr. Cigdem Gürel-Ilie, Dr. med. Katleen Bagner, Kerstin Ulmer",Hüttenstraße 30,40215,Düsseldorf,Germany,North Rhine-Westphalia
Dr. med. Mehrnaz Bakhit-Ansari,Bogenstr. 37,40227,Düsseldorf,Germany,North Rhine-Westphalia
"Frauenärzte im Grafental Dr. med. Dirk Wichert, Peter Pummer",Luise-Rainer-Str. 8,40235,Düsseldorf,Germany,North Rhine-Westphalia
Dr. med. Georgina Wechsler,Am Binnenwasser 14,40474,Düsseldorf,Germany,North Rhine-Westphalia
Dr. med. Marek Sadowski,Münsterstr. 114,40476,Düsseldorf,Germany,North Rhine-Westphalia
Micheal Weyergraf,Blücherstr. 2,40477,Düsseldorf,Germany,North Rhine-Westphalia
"Dr. med. Jan Sokol, Dr. Michiko Nakagawa-Fehlberg",Joachimstr. 3,40545,Düsseldorf,Germany,North Rhine-Westphalia
Dr. Aleksandra Zittier,Beckhauser Str. 50,40699,Erkrath,Germany,North Rhine-Westphalia
Frauenklinik Hilden,Bismarckstr. 15,40721,Hilden,Germany,North Rhine-Westphalia
Dr. med. Jörg Gehrke,Mittelstr. 36-38,40721,Hilden,Germany,North Rhine-Westphalia
Andreas Prystupa,Jubiläumsplatz 15-19,40822,Mettmann,Germany,North Rhine-Westphalia
Badrosadat Ghazinoor,Sandradstrasse 4,41061,Mönchengladbach,Germany,North Rhine-Westphalia
Dr. Mustafa Gezer,Erzbergerstr. 97,41061,Mönchengladbach,Germany,North Rhine-Westphalia
"Dr. med. Matthias Fehlhaber, Dr. med. Hans-Georg Ebert",Am Pixbusch 5 b,41199,Mönchengladbach,Germany,North Rhine-Westphalia
Stanislaw Siuda,Odenkirchener Str. 315,41236,Mönchengladbach,Germany,North Rhine-Westphalia
Dr. med. Andreas Heimann,Dr.-Ruben-Str. 32,41836,Hückelhoven,Germany,North Rhine-Westphalia
Praxisklinik Wuppertal Dr. med. Eva Waldschütz; Dr. med. Katrin Heck; Ralf Thiele; Dr. med. Irene Wagner; Hüsniye Teoman,Schloßbleiche 42,42103,Wuppertal,Germany,North Rhine-Westphalia
Praxisklinik Wuppertal,Schloßbleiche 42,42103,Wuppertal,Germany,North Rhine-Westphalia
Dr. med. Renate Buchholz,Herzogstr.2,42103,Wuppertal,Germany,North Rhine-Westphalia
Maria Czogala-Chmaryk,Kleine Klotzbahn 22,42105,Wuppertal,Germany,North Rhine-Westphalia
Praxisklinik Wuppertal,Kaiser-Wilhelm-Allee 2,42117,Wuppertal,Germany,North Rhine-Westphalia
Dr. med. (TR) Bülent Inci,Wichlinghauser Str. 112,42277,Wuppertal,Germany,North Rhine-Westphalia
